Strain,Stress,Strain Rate,Temperature
0.17435,120.53693,0.01,250
0.17457,120.56975,0.01,250
0.17452,120.60113,0.01,250
0.17479,120.63258,0.01,250
0.1747,120.66262,0.01,250
0.17486,120.69331,0.01,250
0.17496,120.72369,0.01,250
0.17501,120.75496,0.01,250
0.17513,120.78601,0.01,250
0.17533,120.81698,0.01,250
0.17538,120.84743,0.01,250
0.17556,120.87704,0.01,250
0.17559,120.90586,0.01,250
0.1756,120.93484,0.01,250
0.17583,120.96405,0.01,250
0.1758,120.99383,0.01,250
0.17583,121.02393,0.01,250
0.17597,121.05477,0.01,250
0.17624,121.08697,0.01,250
0.17622,121.12003,0.01,250
0.1761,121.1549,0.01,250
0.1763,121.18955,0.01,250
0.17674,121.22445,0.01,250
0.17668,121.25717,0.01,250
0.17678,121.28935,0.01,250
0.1768,121.31954,0.01,250
0.17701,121.34932,0.01,250
0.17706,121.37697,0.01,250
0.17716,121.40499,0.01,250
0.17738,121.43204,0.01,250
0.17728,121.46118,0.01,250
0.17747,121.49069,0.01,250
0.17751,121.52293,0.01,250
0.1775,121.55516,0.01,250
0.17783,121.5896,0.01,250
0.1778,121.6232,0.01,250
0.17789,121.65888,0.01,250
0.17818,121.69303,0.01,250
0.17825,121.72723,0.01,250
0.17818,121.75891,0.01,250
0.17832,121.78966,0.01,250
0.17855,121.8177,0.01,250
0.17864,121.84582,0.01,250
0.17858,121.87284,0.01,250
0.17886,121.89973,0.01,250
0.17879,121.92659,0.01,250
0.17911,121.95493,0.01,250
0.17921,121.9842,0.01,250
0.17923,122.01534,0.01,250
0.17917,122.04723,0.01,250
0.17937,122.08005,0.01,250
0.17948,122.11365,0.01,250
0.1796,122.14609,0.01,250
0.17976,122.17901,0.01,250
0.17974,122.21118,0.01,250
0.17977,122.24374,0.01,250
0.17999,122.27421,0.01,250
0.18008,122.30542,0.01,250
0.17999,122.33429,0.01,250
0.18022,122.36392,0.01,250
0.18037,122.39152,0.01,250
0.1804,122.42075,0.01,250
0.18045,122.4484,0.01,250
0.18069,122.47879,0.01,250
0.1807,122.50706,0.01,250
0.18092,122.53794,0.01,250
0.18106,122.5668,0.01,250
0.18103,122.59848,0.01,250
0.18128,122.6279,0.01,250
0.18123,122.6597,0.01,250
0.18137,122.68852,0.01,250
0.18133,122.71941,0.01,250
0.18156,122.74763,0.01,250
0.18165,122.77815,0.01,250
0.1818,122.80694,0.01,250
0.18181,122.83886,0.01,250
0.18196,122.86903,0.01,250
0.1821,122.90199,0.01,250
0.18219,122.93313,0.01,250
0.18226,122.96737,0.01,250
0.18223,122.99977,0.01,250
0.18254,123.03426,0.01,250
0.18242,123.06621,0.01,250
0.18267,123.09867,0.01,250
0.18274,123.1285,0.01,250
0.18288,123.15887,0.01,250
0.18298,123.1871,0.01,250
0.18311,123.21678,0.01,250
0.18321,123.24516,0.01,250
0.18347,123.27563,0.01,250
0.18357,123.30612,0.01,250
0.18344,123.33942,0.01,250
0.18371,123.37277,0.01,250
0.1837,123.40799,0.01,250
0.18385,123.44227,0.01,250
0.18403,123.47703,0.01,250
0.18412,123.51002,0.01,250
0.18404,123.54266,0.01,250
0.184,123.57283,0.01,250
0.18433,123.60171,0.01,250
0.18427,123.6278,0.01,250
0.18463,123.65373,0.01,250
0.18467,123.67754,0.01,250
0.18471,123.70249,0.01,250
0.18462,123.72613,0.01,250
0.18473,123.75108,0.01,250
0.18495,123.77473,0.01,250
0.18506,123.80152,0.01,250
0.18497,123.82764,0.01,250
0.18523,123.85622,0.01,250
0.18537,123.88312,0.01,250
0.18542,123.91156,0.01,250
0.18554,123.93801,0.01,250
0.18563,123.96617,0.01,250
0.18575,123.99141,0.01,250
0.18576,124.02011,0.01,250
0.18598,124.04612,0.01,250
0.1861,124.07514,0.01,250
0.18608,124.10145,0.01,250
0.1863,124.13214,0.01,250
0.18622,124.15971,0.01,250
0.18637,124.19063,0.01,250
0.18655,124.21758,0.01,250
0.18676,124.24812,0.01,250
0.18679,124.27433,0.01,250
0.18692,124.30401,0.01,250
0.18696,124.32917,0.01,250
0.1873,124.35852,0.01,250
0.18709,124.38352,0.01,250
0.18726,124.41263,0.01,250
0.18745,124.43713,0.01,250
0.18754,124.46611,0.01,250
0.18775,124.49073,0.01,250
0.18753,124.51999,0.01,250
0.18766,124.5454,0.01,250
0.18786,124.57631,0.01,250
0.18792,124.60357,0.01,250
0.18803,124.6362,0.01,250
0.1881,124.66456,0.01,250
0.18812,124.69758,0.01,250
0.18841,124.72595,0.01,250
0.18844,124.75857,0.01,250
0.18865,124.7861,0.01,250
0.18875,124.81776,0.01,250
0.18865,124.84468,0.01,250
0.18891,124.87559,0.01,250
0.18897,124.90215,0.01,250
0.18922,124.93275,0.01,250
0.18918,124.95936,0.01,250
0.18925,124.99091,0.01,250
0.18948,125.01867,0.01,250
0.18964,125.05166,0.01,250
0.18956,125.08095,0.01,250
0.18953,125.11537,0.01,250
0.18965,125.14617,0.01,250
0.18985,125.18103,0.01,250
0.1899,125.21169,0.01,250
0.19007,125.2452,0.01,250
0.1902,125.27375,0.01,250
0.19025,125.3045,0.01,250
0.19048,125.3306,0.01,250
0.19038,125.35999,0.01,250
0.19063,125.38521,0.01,250
0.19082,125.41418,0.01,250
0.19062,125.43959,0.01,250
0.19069,125.46887,0.01,250
0.19095,125.49514,0.01,250
0.19126,125.52542,0.01,250
0.1911,125.55351,0.01,250
0.19117,125.58537,0.01,250
0.19125,125.61475,0.01,250
0.19157,125.64745,0.01,250
0.19157,125.67803,0.01,250
0.19162,125.71209,0.01,250
0.19176,125.74363,0.01,250
0.19204,125.77792,0.01,250
0.19186,125.80986,0.01,250
0.19203,125.84399,0.01,250
0.19216,125.8757,0.01,250
0.19221,125.90899,0.01,250
0.19223,125.93915,0.01,250
0.19239,125.96987,0.01,250
0.19264,125.99697,0.01,250
0.19268,126.02425,0.01,250
0.1927,126.04853,0.01,250
0.1929,126.0733,0.01,250
0.19289,126.09563,0.01,250
0.19298,126.11877,0.01,250
0.19326,126.14043,0.01,250
0.19339,126.1631,0.01,250
0.1935,126.18498,0.01,250
0.19362,126.2078,0.01,250
0.19351,126.22994,0.01,250
0.19372,126.25327,0.01,250
0.19387,126.2759,0.01,250
0.1939,126.29965,0.01,250
0.19395,126.32308,0.01,250
0.194,126.34745,0.01,250
0.19423,126.37147,0.01,250
0.19423,126.39555,0.01,250
0.19432,126.41904,0.01,250
0.19448,126.44243,0.01,250
0.19462,126.46542,0.01,250
0.19473,126.48845,0.01,250
0.19501,126.51101,0.01,250
0.19497,126.5336,0.01,250
0.19494,126.55566,0.01,250
0.1951,126.57711,0.01,250
0.19514,126.59876,0.01,250
0.19541,126.6203,0.01,250
0.19533,126.64277,0.01,250
0.19546,126.66545,0.01,250
0.19554,126.68943,0.01,250
0.19555,126.71419,0.01,250
0.19572,126.74046,0.01,250
0.19598,126.76746,0.01,250
0.1961,126.79546,0.01,250
0.19616,126.82265,0.01,250
0.19621,126.85096,0.01,250
0.19626,126.87697,0.01,250
0.1963,126.9052,0.01,250
0.19649,126.93125,0.01,250
0.19658,126.95943,0.01,250
0.19666,126.98516,0.01,250
0.19683,127.01286,0.01,250
0.19712,127.03805,0.01,250
0.19706,127.06484,0.01,250
0.19718,127.08854,0.01,250
0.19695,127.11558,0.01,250
0.19719,127.13905,0.01,250
0.19733,127.16672,0.01,250
0.19755,127.19031,0.01,250
0.19762,127.21937,0.01,250
0.19757,127.24389,0.01,250
0.19773,127.27318,0.01,250
0.19788,127.29707,0.01,250
0.19793,127.32531,0.01,250
0.19803,127.34731,0.01,250
0.19813,127.37296,0.01,250
0.19815,127.39207,0.01,250
0.19829,127.41585,0.01,250
0.19845,127.43209,0.01,250
0.19856,127.45331,0.01,250
0.19858,127.46793,0.01,250
0.19895,127.48778,0.01,250
0.19882,127.50214,0.01,250
0.19896,127.52212,0.01,250
0.19909,127.53708,0.01,250
0.19924,127.55918,0.01,250
0.19926,127.5771,0.01,250
0.19958,127.60045,0.01,250
0.19952,127.62018,0.01,250
0.19965,127.64509,0.01,250
0.19968,127.66609,0.01,250
0.19973,127.69312,0.01,250
0.19994,127.71584,0.01,250
0.20009,127.7445,0.01,250
0.20017,127.7705,0.01,250
0.20023,127.79847,0.01,250
0.20031,127.82337,0.01,250
0.20035,127.85112,0.01,250
0.20048,127.87561,0.01,250
0.20061,127.90074,0.01,250
0.20068,127.92389,0.01,250
0.20081,127.94923,0.01,250
0.20087,127.97364,0.01,250
0.20101,128.00083,0.01,250
0.20101,128.02756,0.01,250
0.20121,128.05693,0.01,250
0.20112,128.08572,0.01,250
0.20139,128.1147,0.01,250
0.20146,128.14461,0.01,250
0.20183,128.17548,0.01,250
0.20162,128.20675,0.01,250
0.20166,128.23787,0.01,250
0.20199,128.26967,0.01,250
0.20209,128.30173,0.01,250
0.20197,128.33345,0.01,250
0.20205,128.36479,0.01,250
0.20227,128.39546,0.01,250
0.20227,128.42502,0.01,250
0.20249,128.45355,0.01,250
0.20267,128.48182,0.01,250
0.20289,128.5083,0.01,250
0.20282,128.53441,0.01,250
0.20304,128.55878,0.01,250
0.203,128.58306,0.01,250
0.20309,128.6053,0.01,250
0.20327,128.62756,0.01,250
0.2034,128.64908,0.01,250
0.20343,128.67241,0.01,250
0.20349,128.69406,0.01,250
0.20354,128.71829,0.01,250
0.20368,128.74021,0.01,250
0.20376,128.76466,0.01,250
0.20397,128.78531,0.01,250
0.20409,128.80816,0.01,250
0.20422,128.82715,0.01,250
0.2041,128.8484,0.01,250
0.20435,128.86552,0.01,250
0.20446,128.88593,0.01,250
0.20459,128.90368,0.01,250
0.20458,128.92552,0.01,250
0.20469,128.94449,0.01,250
0.20492,128.9687,0.01,250
0.20498,128.9898,0.01,250
0.205,129.015,0.01,250
0.20511,129.03757,0.01,250
0.20504,129.06381,0.01,250
0.20543,129.08742,0.01,250
0.20545,129.11494,0.01,250
0.20561,129.13897,0.01,250
0.20558,129.16601,0.01,250
0.20585,129.19178,0.01,250
0.20588,129.22007,0.01,250
0.20582,129.24777,0.01,250
0.20607,129.27785,0.01,250
0.20617,129.30535,0.01,250
0.20614,129.33457,0.01,250
0.20634,129.36084,0.01,250
0.20647,129.38689,0.01,250
0.20642,129.41371,0.01,250
0.20666,129.44073,0.01,250
0.20657,129.46742,0.01,250
0.20686,129.49387,0.01,250
0.20688,129.52293,0.01,250
0.20689,129.55156,0.01,250
0.20708,129.58197,0.01,250
0.20712,129.61039,0.01,250
0.20722,129.63895,0.01,250
0.20743,129.66445,0.01,250
0.20748,129.68979,0.01,250
0.2076,129.71217,0.01,250
0.2075,129.73736,0.01,250
0.2078,129.75771,0.01,250
0.208,129.77979,0.01,250
0.20801,129.79724,0.01,250
0.2082,129.8175,0.01,250
0.20837,129.83321,0.01,250
0.20847,129.85106,0.01,250
0.20845,129.8648,0.01,250
0.20855,129.88118,0.01,250
0.2086,129.89379,0.01,250
0.2087,129.91037,0.01,250
0.20885,129.92366,0.01,250
0.20912,129.94167,0.01,250
0.20909,129.9568,0.01,250
0.20917,129.97738,0.01,250
0.20932,129.99621,0.01,250
0.20941,130.0209,0.01,250
0.20939,130.04461,0.01,250
0.20942,130.07433,0.01,250
0.20954,130.10232,0.01,250
0.20975,130.13504,0.01,250
0.2099,130.16513,0.01,250
0.20991,130.19853,0.01,250
0.21005,130.22879,0.01,250
0.21012,130.262,0.01,250
0.21019,130.29182,0.01,250
0.21035,130.32452,0.01,250
0.21051,130.35399,0.01,250
0.21044,130.38609,0.01,250
0.21075,130.41502,0.01,250
0.21082,130.44599,0.01,250
0.211,130.47348,0.01,250
0.21085,130.50278,0.01,250
0.21098,130.52864,0.01,250
0.21121,130.55602,0.01,250
0.21132,130.58045,0.01,250
0.21127,130.60718,0.01,250
0.21138,130.63169,0.01,250
0.21146,130.65896,0.01,250
0.21153,130.68525,0.01,250
0.21166,130.7142,0.01,250
0.21189,130.74172,0.01,250
0.21195,130.77131,0.01,250
0.21196,130.79915,0.01,250
0.21208,130.82835,0.01,250
0.21224,130.85479,0.01,250
0.21233,130.88169,0.01,250
0.21237,130.90607,0.01,250
0.21258,130.93084,0.01,250
0.21259,130.95366,0.01,250
0.21278,130.97639,0.01,250
0.21299,130.99708,0.01,250
0.21297,131.01729,0.01,250
0.21302,131.03516,0.01,250
0.21309,131.0527,0.01,250
0.21317,131.06825,0.01,250
0.21335,131.08261,0.01,250
0.21341,131.09525,0.01,250
0.21351,131.10737,0.01,250
0.21362,131.11915,0.01,250
0.21364,131.1314,0.01,250
0.21375,131.14398,0.01,250
0.21364,131.156,0.01,250
0.214,131.16821,0.01,250
0.21401,131.18078,0.01,250
0.21423,131.19424,0.01,250
0.21427,131.20841,0.01,250
0.21437,131.22411,0.01,250
0.21453,131.24024,0.01,250
0.21473,131.25871,0.01,250
0.21457,131.27809,0.01,250
0.21493,131.30065,0.01,250
0.21494,131.32416,0.01,250
0.21501,131.35061,0.01,250
0.21513,131.37732,0.01,250
0.21514,131.40698,0.01,250
0.21528,131.43701,0.01,250
0.21554,131.46995,0.01,250
0.21543,131.50232,0.01,250
0.21566,131.53704,0.01,250
0.21573,131.56977,0.01,250
0.21588,131.60445,0.01,250
0.21596,131.6365,0.01,250
0.21599,131.66972,0.01,250
0.21602,131.69925,0.01,250
0.21614,131.72932,0.01,250
0.21623,131.75471,0.01,250
0.21629,131.78076,0.01,250
0.21655,131.80132,0.01,250
0.21666,131.82341,0.01,250
0.21668,131.84038,0.01,250
0.21688,131.85925,0.01,250
0.21702,131.8734,0.01,250
0.21697,131.89057,0.01,250
0.21704,131.90472,0.01,250
0.217,131.92154,0.01,250
0.21732,131.93498,0.01,250
0.21741,131.95174,0.01,250
0.21763,131.96496,0.01,250
0.21783,131.98188,0.01,250
0.21776,131.99456,0.01,250
0.21784,132.01197,0.01,250
0.21787,132.02437,0.01,250
0.21797,132.0414,0.01,250
0.21825,132.05335,0.01,250
0.2183,132.07038,0.01,250
0.21835,132.0824,0.01,250
0.21859,132.09842,0.01,250
0.21856,132.10923,0.01,250
0.21881,132.12536,0.01,250
0.21865,132.13626,0.01,250
0.21874,132.15288,0.01,250
0.21903,132.16369,0.01,250
0.21894,132.18115,0.01,250
0.21891,132.19261,0.01,250
0.21929,132.21095,0.01,250
0.21939,132.22305,0.01,250
0.21938,132.24193,0.01,250
0.21942,132.25423,0.01,250
0.21947,132.27384,0.01,250
0.21974,132.28597,0.01,250
0.21984,132.30612,0.01,250
0.21997,132.31859,0.01,250
0.21985,132.33873,0.01,250
0.22014,132.35128,0.01,250
0.22056,132.3724,0.01,250
0.22048,132.38641,0.01,250
0.22049,132.40876,0.01,250
0.22052,132.42417,0.01,250
0.22048,132.44771,0.01,250
0.2207,132.46499,0.01,250
0.22093,132.48901,0.01,250
0.22106,132.50552,0.01,250
0.22112,132.53113,0.01,250
0.22128,132.5496,0.01,250
0.22131,132.57674,0.01,250
0.22126,132.59841,0.01,250
0.22135,132.62657,0.01,250
0.2216,132.64931,0.01,250
0.22165,132.67771,0.01,250
0.2218,132.70022,0.01,250
0.22183,132.72809,0.01,250
0.2217,132.74978,0.01,250
0.22204,132.775,0.01,250
0.22198,132.79397,0.01,250
0.2224,132.81819,0.01,250
0.22248,132.8359,0.01,250
0.22227,132.85799,0.01,250
0.22248,132.87407,0.01,250
0.22271,132.8927,0.01,250
0.22257,132.9062,0.01,250
0.22278,132.92334,0.01,250
0.22284,132.93566,0.01,250
0.22308,132.95253,0.01,250
0.22299,132.9652,0.01,250
0.22323,132.98279,0.01,250
0.22338,132.99665,0.01,250
0.22344,133.01507,0.01,250
0.22359,133.03055,0.01,250
0.22362,133.05067,0.01,250
0.2238,133.06779,0.01,250
0.22369,133.0896,0.01,250
0.22381,133.10778,0.01,250
0.22417,133.13122,0.01,250
0.22419,133.1498,0.01,250
0.22435,133.17344,0.01,250
0.2246,133.19214,0.01,250
0.22448,133.21599,0.01,250
0.22441,133.2346,0.01,250
0.22473,133.25783,0.01,250
0.22485,133.27655,0.01,250
0.22497,133.30035,0.01,250
0.22484,133.31829,0.01,250
0.22481,133.34085,0.01,250
0.22508,133.357,0.01,250
0.22519,133.37781,0.01,250
0.22537,133.39131,0.01,250
0.22535,133.40935,0.01,250
0.22542,133.42009,0.01,250
0.22564,133.43633,0.01,250
0.22559,133.44608,0.01,250
0.22583,133.46219,0.01,250
0.22588,133.47257,0.01,250
0.2259,133.49087,0.01,250
0.22614,133.50356,0.01,250
0.22637,133.52441,0.01,250
0.22638,133.53986,0.01,250
0.2263,133.56307,0.01,250
0.22646,133.58064,0.01,250
0.22658,133.60553,0.01,250
0.22667,133.62451,0.01,250
0.2268,133.65031,0.01,250
0.22688,133.67018,0.01,250
0.22719,133.69571,0.01,250
0.2273,133.7168,0.01,250
0.22714,133.74444,0.01,250
0.22729,133.76537,0.01,250
0.22744,133.79143,0.01,250
0.22761,133.81075,0.01,250
0.22776,133.83334,0.01,250
0.2278,133.85143,0.01,250
0.2279,133.87257,0.01,250
0.22793,133.88987,0.01,250
0.22804,133.91042,0.01,250
0.22803,133.92729,0.01,250
0.22825,133.94699,0.01,250
0.22814,133.96505,0.01,250
0.22834,133.98587,0.01,250
0.22845,134.00306,0.01,250
0.22863,134.02253,0.01,250
0.22869,134.03899,0.01,250
0.2286,134.05731,0.01,250
0.22903,134.07512,0.01,250
0.22906,134.09415,0.01,250
0.22929,134.11302,0.01,250
0.22932,134.13282,0.01,250
0.22938,134.15164,0.01,250
0.22951,134.171,0.01,250
0.22963,134.18984,0.01,250
0.22965,134.20968,0.01,250
0.22982,134.22866,0.01,250
0.22983,134.24811,0.01,250
0.22994,134.26674,0.01,250
0.23009,134.28525,0.01,250
0.23032,134.30263,0.01,250
0.23038,134.31998,0.01,250
0.2301,134.3362,0.01,250
0.2305,134.35233,0.01,250
0.23046,134.36704,0.01,250
0.23056,134.38166,0.01,250
0.23073,134.39531,0.01,250
0.2308,134.40934,0.01,250
0.23083,134.4225,0.01,250
0.23108,134.43612,0.01,250
0.23109,134.449,0.01,250
0.23122,134.46281,0.01,250
0.23127,134.47662,0.01,250
0.23145,134.49226,0.01,250
0.2316,134.50807,0.01,250
0.23161,134.52542,0.01,250
0.23167,134.54232,0.01,250
0.23187,134.56015,0.01,250
0.23194,134.577,0.01,250
0.23205,134.59407,0.01,250
0.23233,134.60993,0.01,250
0.23242,134.62644,0.01,250
0.23231,134.64241,0.01,250
0.23244,134.65993,0.01,250
0.23251,134.67786,0.01,250
0.23267,134.69788,0.01,250
0.23271,134.71824,0.01,250
0.23288,134.74015,0.01,250
0.23271,134.76175,0.01,250
0.23304,134.78418,0.01,250
0.23315,134.80532,0.01,250
0.23311,134.82647,0.01,250
0.23325,134.84622,0.01,250
0.23327,134.86619,0.01,250
0.23362,134.88496,0.01,250
0.23371,134.90416,0.01,250
0.2337,134.92279,0.01,250
0.23386,134.94228,0.01,250
0.23391,134.96181,0.01,250
0.23396,134.98282,0.01,250
0.23413,135.00415,0.01,250
0.23437,135.02685,0.01,250
0.23425,135.04925,0.01,250
0.23443,135.07267,0.01,250
0.23439,135.09588,0.01,250
0.2348,135.11957,0.01,250
0.23471,135.14192,0.01,250
0.23469,135.16342,0.01,250
0.23489,135.18316,0.01,250
0.23512,135.2021,0.01,250
0.2351,135.21956,0.01,250
0.23523,135.23669,0.01,250
0.23518,135.25301,0.01,250
0.23545,135.26939,0.01,250
0.2354,135.28493,0.01,250
0.23572,135.30104,0.01,250
0.23566,135.31699,0.01,250
0.23583,135.33329,0.01,250
0.2359,135.34878,0.01,250
0.23603,135.36417,0.01,250
0.23609,135.37874,0.01,250
0.23633,135.39321,0.01,250
0.23633,135.40708,0.01,250
0.23644,135.42139,0.01,250
0.23664,135.43544,0.01,250
0.23665,135.44939,0.01,250
0.23682,135.46265,0.01,250
0.23688,135.47635,0.01,250
0.23694,135.48965,0.01,250
0.23687,135.50316,0.01,250
0.23727,135.51596,0.01,250
0.23722,135.52898,0.01,250
0.23735,135.54143,0.01,250
0.23748,135.55406,0.01,250
0.23763,135.56655,0.01,250
0.23758,135.57929,0.01,250
0.23771,135.59165,0.01,250
0.23768,135.60433,0.01,250
0.23794,135.61692,0.01,250
0.23811,135.63028,0.01,250
0.2382,135.64414,0.01,250
0.23828,135.65928,0.01,250
0.23837,135.67538,0.01,250
0.23856,135.69284,0.01,250
0.23864,135.71144,0.01,250
0.23859,135.73106,0.01,250
0.23877,135.75131,0.01,250
0.23896,135.77153,0.01,250
0.2389,135.79148,0.01,250
0.23906,135.81078,0.01,250
0.23925,135.82951,0.01,250
0.23923,135.84738,0.01,250
0.23926,135.86521,0.01,250
0.23961,135.88321,0.01,250
0.23951,135.90204,0.01,250
0.23966,135.92153,0.01,250
0.23986,135.94262,0.01,250
0.23983,135.96457,0.01,250
0.23997,135.98797,0.01,250
0.23998,136.01157,0.01,250
0.24016,136.03625,0.01,250
0.24031,136.06026,0.01,250
0.24039,136.08399,0.01,250
0.2404,136.10613,0.01,250
0.24048,136.12737,0.01,250
0.24055,136.14724,0.01,250
0.24079,136.16615,0.01,250
0.24066,136.18395,0.01,250
0.24096,136.20116,0.01,250
0.24116,136.21778,0.01,250
0.24121,136.23474,0.01,250
0.24116,136.25188,0.01,250
0.24141,136.26938,0.01,250
0.24152,136.28699,0.01,250
0.24161,136.30401,0.01,250
0.24182,136.32037,0.01,250
0.24191,136.33584,0.01,250
0.24181,136.35112,0.01,250
0.2418,136.36528,0.01,250
0.24202,136.37939,0.01,250
0.24212,136.39254,0.01,250
0.24219,136.40597,0.01,250
0.24221,136.41861,0.01,250
0.24242,136.43172,0.01,250
0.24262,136.44404,0.01,250
0.24267,136.45714,0.01,250
0.24281,136.46876,0.01,250
0.24284,136.48047,0.01,250
0.24293,136.49115,0.01,250
0.24315,136.5025,0.01,250
0.24309,136.51253,0.01,250
0.2431,136.52354,0.01,250
0.24331,136.5339,0.01,250
0.24331,136.54585,0.01,250
0.24354,136.55775,0.01,250
0.24361,136.57168,0.01,250
0.24386,136.58581,0.01,250
0.2438,136.60176,0.01,250
0.24411,136.61749,0.01,250
0.24412,136.63427,0.01,250
0.2442,136.65014,0.01,250
0.24431,136.66661,0.01,250
0.24447,136.68172,0.01,250
0.24438,136.69732,0.01,250
0.24443,136.71169,0.01,250
0.24463,136.72659,0.01,250
0.24467,136.74065,0.01,250
0.24492,136.7552,0.01,250
0.24492,136.76918,0.01,250
0.245,136.78388,0.01,250
0.24516,136.79827,0.01,250
0.24519,136.81351,0.01,250
0.24544,136.82878,0.01,250
0.24533,136.84494,0.01,250
0.24563,136.86127,0.01,250
0.24574,136.87852,0.01,250
0.24566,136.89555,0.01,250
0.24582,136.91304,0.01,250
0.24597,136.92994,0.01,250
0.24601,136.94674,0.01,250
0.24605,136.96307,0.01,250
0.24623,136.97929,0.01,250
0.2461,136.99496,0.01,250
0.24626,137.01038,0.01,250
0.24633,137.02522,0.01,250
0.24664,137.03979,0.01,250
0.24658,137.05401,0.01,250
0.24685,137.06838,0.01,250
0.247,137.08233,0.01,250
0.24714,137.09644,0.01,250
0.24725,137.10951,0.01,250
0.24727,137.12261,0.01,250
0.24723,137.13494,0.01,250
0.2475,137.14713,0.01,250
0.24768,137.1579,0.01,250
0.2477,137.16829,0.01,250
0.24793,137.17693,0.01,250
0.24762,137.18591,0.01,250
0.24791,137.19399,0.01,250
0.24801,137.20298,0.01,250
0.24805,137.21127,0.01,250
0.24829,137.221,0.01,250
0.24833,137.23013,0.01,250
0.24857,137.24117,0.01,250
0.2485,137.25157,0.01,250
0.2486,137.26363,0.01,250
0.24888,137.27444,0.01,250
0.2487,137.28668,0.01,250
0.24895,137.2972,0.01,250
0.24907,137.30942,0.01,250
0.24918,137.32021,0.01,250
0.24933,137.3327,0.01,250
0.2495,137.34425,0.01,250
0.24949,137.35813,0.01,250
0.24954,137.37114,0.01,250
0.24972,137.38691,0.01,250
0.24987,137.40184,0.01,250
0.24998,137.41933,0.01,250
0.24982,137.43587,0.01,250
0.25006,137.45464,0.01,250
0.25015,137.47197,0.01,250
0.25027,137.49083,0.01,250
0.25036,137.50777,0.01,250
0.25025,137.52611,0.01,250
0.25059,137.54228,0.01,250
0.2506,137.55913,0.01,250
0.25081,137.57328,0.01,250
0.25094,137.58836,0.01,250
0.25112,137.60118,0.01,250
0.25108,137.61522,0.01,250
0.25099,137.62769,0.01,250
0.25122,137.64181,0.01,250
0.25165,137.65458,0.01,250
0.25148,137.66944,0.01,250
0.25151,137.68349,0.01,250
0.25152,137.69952,0.01,250
0.25161,137.71453,0.01,250
0.2518,137.73122,0.01,250
0.252,137.74635,0.01,250
0.25196,137.76268,0.01,250
0.25198,137.7775,0.01,250
0.25223,137.79376,0.01,250
0.25244,137.80868,0.01,250
0.25242,137.82458,0.01,250
0.2524,137.83885,0.01,250
0.25268,137.85419,0.01,250
0.25281,137.8679,0.01,250
0.25304,137.88227,0.01,250
0.25294,137.89514,0.01,250
0.25295,137.90875,0.01,250
0.25325,137.92054,0.01,250
0.25335,137.93293,0.01,250
0.25335,137.94421,0.01,250
0.2536,137.95694,0.01,250
0.25346,137.96917,0.01,250
0.25369,137.98283,0.01,250
0.25372,137.99599,0.01,250
0.25389,138.01036,0.01,250
0.25395,138.02423,0.01,250
0.25405,138.03948,0.01,250
0.25417,138.05462,0.01,250
0.25416,138.07113,0.01,250
0.25431,138.08724,0.01,250
0.25452,138.10451,0.01,250
0.25449,138.12146,0.01,250
0.25476,138.13937,0.01,250
0.25477,138.15657,0.01,250
0.25494,138.17411,0.01,250
0.25494,138.19019,0.01,250
0.25507,138.20592,0.01,250
0.25511,138.22006,0.01,250
0.25526,138.2341,0.01,250
0.25536,138.24661,0.01,250
0.25532,138.25897,0.01,250
0.25539,138.2698,0.01,250
0.2558,138.28015,0.01,250
0.25594,138.28946,0.01,250
0.25594,138.29869,0.01,250
0.25601,138.30622,0.01,250
0.256,138.31363,0.01,250
0.25624,138.31952,0.01,250
0.25631,138.32548,0.01,250
0.25619,138.33039,0.01,250
0.25622,138.33559,0.01,250
0.25663,138.34029,0.01,250
0.25664,138.34592,0.01,250
0.25674,138.35112,0.01,250
0.2566,138.35722,0.01,250
0.25687,138.36409,0.01,250
0.25698,138.37252,0.01,250
0.25717,138.3811,0.01,250
0.25717,138.39126,0.01,250
0.25717,138.40205,0.01,250
0.25745,138.41395,0.01,250
0.25772,138.4261,0.01,250
0.25769,138.43897,0.01,250
0.25778,138.45149,0.01,250
0.25785,138.46337,0.01,250
0.25801,138.47401,0.01,250
0.25815,138.48341,0.01,250
0.25816,138.49162,0.01,250
0.2583,138.49864,0.01,250
0.25838,138.50496,0.01,250
0.25834,138.51115,0.01,250
0.25845,138.51793,0.01,250
0.25868,138.52486,0.01,250
0.2589,138.53308,0.01,250
0.25885,138.54218,0.01,250
0.25882,138.55329,0.01,250
0.25896,138.56569,0.01,250
0.25917,138.58107,0.01,250
0.2595,138.59855,0.01,250
0.25936,138.61971,0.01,250
0.25919,138.64392,0.01,250
0.2596,138.67274,0.01,250
0.25988,138.7046,0.01,250
0.25979,138.74006,0.01,250
0.25981,138.77701,0.01,250
0.25995,138.81575,0.01,250
0.26011,138.85415,0.01,250
0.26003,138.89285,0.01,250
0.2603,138.93012,0.01,250
0.26043,138.96654,0.01,250
0.26059,139.00075,0.01,250
0.26079,139.03294,0.01,250
0.26065,139.06242,0.01,250
0.26067,139.08924,0.01,250
0.26074,139.11309,0.01,250
0.26093,139.13402,0.01,250
0.26092,139.15261,0.01,250
0.2611,139.16875,0.01,250
0.26119,139.18396,0.01,250
0.26125,139.19779,0.01,250
0.26142,139.21221,0.01,250
0.26155,139.22584,0.01,250
0.2616,139.24032,0.01,250
0.26176,139.25334,0.01,250
0.2619,139.26671,0.01,250
