Strain,Stress,Strain Rate,Temperature
0.55904,296.94,1,750
0.56098,296.56,1,750
0.56277,297.22,1,750
0.56353,298.16,1,750
0.56593,298.81,1,750
0.5686,298.38,1,750
0.56926,298.22,1,750
0.57121,297.67,1,750
0.57251,296.52,1,750
0.57407,296.69,1,750
0.5761,296.17,1,750
0.57897,295.55,1,750
0.57941,295.74,1,750
0.58111,295.46,1,750
0.58274,296.17,1,750
0.58412,296.07,1,750
0.58613,296.41,1,750
0.58906,295.91,1,750
0.58937,295.88,1,750
0.59071,295.31,1,750
0.59396,295.15,1,750
0.59357,294.72,1,750
0.5966,294.56,1,750
0.59902,294.08,1,750
0.59936,293.86,1,750
0.601,293.66,1,750
0.60406,292.87,1,750
0.60344,294.96,1,750
0.6069,294.07,1,750
0.60865,293.11,1,750
0.60912,292.63,1,750
0.61067,292.24,1,750
0.61362,292.25,1,750
0.61293,292.13,1,750
0.61665,291.18,1,750
0.61842,291.06,1,750
0.61925,291.54,1,750
0.62104,291.68,1,750
0.62384,291.16,1,750
0.62295,292.85,1,750
0.62635,292.01,1,750
0.62863,291.28,1,750
0.62956,290.73,1,750
0.63071,290.31,1,750
0.63371,290.12,1,750
0.63318,290.03,1,750
0.63621,289.3,1,750
0.63847,289.25,1,750
0.63946,289.55,1,750
0.64076,289.93,1,750
0.64353,289.45,1,750
0.64329,290.8,1,750
0.64628,290.24,1,750
0.64816,289,1,750
0.64914,288.25,1,750
0.65073,287.91,1,750
0.65313,287.87,1,750
0.65306,288.38,1,750
0.65605,288.05,1,750
0.65776,288.04,1,750
0.659,288.11,1,750
0.66111,288.39,1,750
0.66375,288.36,1,750
0.66369,289.38,1,750
0.66646,288.49,1,750
0.6682,287.23,1,750
0.66913,286.4,1,750
0.67065,285.82,1,750
0.6727,285.01,1,750
0.6734,284.7,1,750
0.67535,284.3,1,750
0.67729,284.3,1,750
0.67849,284.74,1,750
0.6799,285.29,1,750
0.68234,285.64,1,750
0.68323,286.08,1,750
0.68524,286.04,1,750
0.68729,285.76,1,750
0.68845,285.72,1,750
0.68967,285.96,1,750
0.69164,285.85,1,750
0.6931,282.57,1,750
0.69491,278.11,1,750
0.6962,274.89,1,750
0.69698,272.58,1,750
0.69765,270.81,1,750
0.69866,269.69,1,750
0.69931,268.4,1,750
0.70066,266.57,1,750
0.70146,264.83,1,750
0.70198,263.03,1,750
0.70306,261.03,1,750
0.70388,259.15,1,750
0.70482,257.31,1,750
0.70583,255.46,1,750
0.70631,253.98,1,750
0.70666,252.92,1,750
0.70724,251.89,1,750
0.70786,250.47,1,750
0.70841,248.86,1,750
0.70888,247.35,1,750
0.70905,245.99,1,750
0.70873,245.07,1,750
0.70872,244.24,1,750
0.70909,243.15,1,750
0.70932,242.05,1,750
0.70971,241.21,1,750
0.71013,240.8,1,750
0.71027,240.6,1,750
0.71009,240.31,1,750
0.71015,239.79,1,750
0.71064,239.28,1,750
0.71121,238.87,1,750
0.71152,238.29,1,750
0.71136,237.66,1,750
0.71141,236.93,1,750
0.71156,235.69,1,750
0.71139,234.64,1,750
0.71163,234.29,1,750
0.7124,233.61,1,750
0.7119,233.17,1,750
0.71204,232.43,1,750
0.71247,231.73,1,750
0.71225,231.36,1,750
0.71208,230.79,1,750
0.71329,229.99,1,750
0.71265,229.65,1,750
0.7128,229.16,1,750
0.71348,228.58,1,750
0.71319,228.26,1,750
0.7122,227.67,1,750
0.71361,226.33,1,750
0.71309,222.93,1,750
0.71241,215.31,1,750
0.71206,203.77,1,750
0.71097,188.92,1,750
0.70615,163.69,1,750
0.69922,114.97,1,750
0.68798,53.924,1,750
0.67677,3.7217,1,750
